VTO_name	VTO_id
Apistodon exiguus	VTO_9020568
Mioplosus	VTO_9002530
Sinotragus	VTO_9002531
Sivacapra	VTO_9002532
Larimus steurbauti	VTO_9002533
Sivatragus	VTO_9002534
Larimus henrii	VTO_9002536
Istiodactylus	VTO_9002537
Sivaportax	VTO_9002538
Sivoryx	VTO_9002539
Pseudojuloides erythrops	VTO_0074927
Pseudojuloides argyreogaster	VTO_0074926
Rhizodontimorpha	VTO_9030586
Pseudojuloides kaleidos	VTO_0074924
Choerodon zamboangae	VTO_0074923
Choerodon frenatus	VTO_0074922
Choerodon melanostigma	VTO_0074921
Euornithopoda	VTO_9030583
Halecomorphi	VTO_9030588
Bathygenys hedlundae	VTO_9026350
Pseudojuloides elongatus	VTO_0074929
Pseudojuloides inornatus	VTO_0074928
Ulua	VTO_0075038
Phenacodus	VTO_9001378
Pantolabus	VTO_0075032
Pantolabus radiatus	VTO_0075033
Caranx fischeri	VTO_0075030
Decapterus koheru	VTO_0075031
Selar crumenmophthalmus	VTO_0075036
Selar crumnophthalmus	VTO_0075037
Oligoplites refulgens	VTO_0075034
Oligoplites palometa	VTO_0075035
Eestilepis prominens	VTO_9026351
Urocampus nanus	VTO_0070718
Campichthys	VTO_0070719
Cosmocampus darrosanus	VTO_0070710
Cosmocampus coccineus	VTO_0070711
Cosmocampus howensis	VTO_0070712
Cosmocampus banneri	VTO_0070713
Cosmocampus hildebrandi	VTO_0070714
Cosmocampus arctus	VTO_0070715
Cosmocampus profundus	VTO_0070716
Maroubra yasudai	VTO_0070717
Holoaden	VTO_0005535
Strabomantinae	VTO_0005538
Oreobates	VTO_0005539
Acanthopleurus	VTO_0069802
Acanthopleurus serratus	VTO_0069803
Tripodichthys oxycephalus	VTO_0069800
Triacanthus nieuhofii	VTO_0069801
Cryptobalistes	VTO_0069806
Cryptobalistes brevis	VTO_0069807
Acanthopleurus collettei	VTO_0069804
Acanthopleurus trispinosus	VTO_0069805
Protacanthodes	VTO_0069808
Protacanthodes nimesensis	VTO_0069809
Liopropoma mitratum	VTO_0076712
Liopropoma maculatum	VTO_0076713
Liopropoma aberrans	VTO_0076710
Liopropoma longilepis	VTO_0076717
Liopropoma latifasciatum	VTO_0076715
Synodus tectus	VTO_0079836
Synodus rubromarmoratus	VTO_0079837
Synodus fuscus	VTO_0079834
Synodus evermanni	VTO_0079835
Synodus mundyi	VTO_0079832
Synodus houlti	VTO_0079833
Synodus marchenae	VTO_0079830
Synodus oculeus	VTO_0079831
Synodus janus	VTO_0079838
Synodus doaki	VTO_0079839
Platydyptes marplesi	VTO_9027908
Korora oliveri	VTO_9027909
Ctenohystrica	VTO_9027900
Horolodectes	VTO_9027901
Myodonta	VTO_9027902
Palaeeudyptes marplesi	VTO_9027903
Pachydyptes ponderosus	VTO_9027904
Platydyptes amiesi	VTO_9027905
Platydyptes novaezealandiae	VTO_9027906
Archaeospheniscus lopdelli	VTO_9027907
Stylemys emiliae	VTO_9029199
Geochelone (Hesperotestudo) kalganensis	VTO_9029198
Stylemys copei	VTO_9029195
Gopherus vagus	VTO_9029194
Tapirus (Tapiralum)	VTO_9029196
Heterodontus canaliculatus	VTO_9029191
Euryarthra muensteri	VTO_9029190
Cryptosaurus eumerus	VTO_9029193
Omosauria	VTO_9029192
Tachycnemis seychellensis	VTO_0004669
Tachycnemis	VTO_0004668
Plectorhinchus plagiodesmus	VTO_0043995
Cardioglossa manengouba	VTO_0004661
Phlyctimantis	VTO_0004665
Hyperoliidae	VTO_0004664
Kleskunsaurus grandeprairiensis	VTO_9023104
Rahiolisaurus	VTO_9023105
Rahiolisaurus gujaratensis	VTO_9023106
Chamopsiidae	VTO_9023107
Pholidophorus granulatus	VTO_9023100
Pholidophorus brevis	VTO_9023101
Pholidophorus purbeckensis	VTO_9023102
Tupilakosaurus heilmani	VTO_9023108
Pyrotheridae	VTO_9023109
Pseudochromis tonozukai	VTO_0074627
Hexaprotodon dulu	VTO_9025096
Pseudochromis striatus	VTO_0074628
Pseudochromis melanurus	VTO_0074629
Dicynodon wellwoodensis	VTO_9015449
Trachinotus paitensis	VTO_0043336
Pelodytes	VTO_0002625
Ptycholepis barboi	VTO_9020459
Turanosuchus	VTO_9020458
Schizodontomys	VTO_9020453
Stratimus	VTO_9020452
Peridiomys	VTO_9020451
Oregonomys	VTO_9020450
Trogomys	VTO_9020457
Dipodoidea	VTO_9020456
Alactaga	VTO_9020455
Proheteromys	VTO_9020454
Atlantidosteus	VTO_9013961
Belemnacanthus	VTO_9013960
Capellineosuchus	VTO_9013963
Dinichthys	VTO_9013962
Dinomylostoma	VTO_9013965
Cricosaurus	VTO_9013964
Deirosteus	VTO_9013966
Deveonema	VTO_9013969
Cladodus milleri	VTO_9018758
Lethrinops leptodon	VTO_0073672
Lethrinops stridei	VTO_0073673
Lethrinops macrophthalmus	VTO_0073670
Lethrinops lunaris	VTO_0073671
Lethrinops christyi	VTO_0073676
Lethrinops turneri	VTO_0073677
Cariacus ultra	VTO_9014618
Pseudoeotragus	VTO_9014619
Repomys panacaensis	VTO_9014616
Ulmensia antecedens	VTO_9014617
Lethrinops micrentodon	VTO_0073678
Reynoldsomys timoteoensis	VTO_9014615
Repomys gustelyi	VTO_9014612
Geophagus gottwaldi	VTO_0073164
Acrodus olsoni	VTO_9014610
Repomys maxumi	VTO_9014611
Albertogaudryidae	VTO_9014581
Diademodus	VTO_9013348
Cetotherium	VTO_9013345
Cetotheriopsis	VTO_9013344
Coronodus	VTO_9013346
Sigmodon curtisi	VTO_9013341
Sigmodon bakeri	VTO_9013340
Chonecetus	VTO_9013342
Geophagus sveni	VTO_0073160
Barytheria	VTO_9014585
Cladodus acutus	VTO_9018753
Labrisomus filamentosus	VTO_0078909
Labrisomus pomaspilus	VTO_0078908
Haptoclinus	VTO_0078905
Auchenionchus variolosus	VTO_0078904
Labrisomus socorroensis	VTO_0078907
Haptoclinus apectolophus	VTO_0078906
Cryptotrema seftoni	VTO_0078901
Cryptotrema	VTO_0078900
Auchenionchus crinitus	VTO_0078903
Cryptotrema corallinum	VTO_0078902
Pyrotheria	VTO_9024224
Carodnia	VTO_9024225
Carolozittelia	VTO_9024226
Cuculi	VTO_9024227
Colombitherium	VTO_9024220
Sichuanchelyidae	VTO_9024221
Carodniidae	VTO_9024222
Xenungulata	VTO_9024223
Pyrotheriidae	VTO_9024228
Propyrotherium	VTO_9024229
Nesodactylus	VTO_9007111
Tendaguria tanzaniensis	VTO_9007110
Rhamphorhynchidae	VTO_9007113
Rhamphorhynchus	VTO_9007112
Preondactylus	VTO_9007115
Dorygnathus	VTO_9007114
Scaphognathus	VTO_9007117
Sordes	VTO_9007116
Pacificotaria hadromma	VTO_9007119
Pterodactyloidea	VTO_9007118
Mylohyus floridanus	VTO_9018876
Mylohyus elmorei	VTO_9018877
Machairodus	VTO_9018874
Mylohyus fossilis	VTO_9018875
Amphictis	VTO_9018872
Acrodus hirudo	VTO_9018873
Ptychodus altior	VTO_9018870
Anatolictis	VTO_9018871
Miomachairodus	VTO_9018878
Metailurus	VTO_9018879
Ariosoma sokotranum	VTO_0067363
Ariosoma sazonovi	VTO_0067369
Ariosoma mauritianum	VTO_0067368
Aphanapteryx	VTO_9025179
Diunatans	VTO_9025178
Morotochoerus	VTO_9025173
Mionictis artenensis	VTO_9025172
Paralutra transdanubica	VTO_9025171
Halonodon luxembourgensis	VTO_9025170
Neovenator	VTO_9025177
Diunatans luctoretemergo	VTO_9025176
Paralutra jaegeri	VTO_9025175
Ralli	VTO_9025174
Otolithus	VTO_9023029
Enneanectes altivelis	VTO_0042921
Sabadellictis	VTO_9018252
Satherium	VTO_9018253
Sinictis	VTO_9018250
Sivalictis	VTO_9018251
Promellivora	VTO_9018256
Promephitis	VTO_9018257
Proputorius	VTO_9018254
Protarctos	VTO_9018255
Promeles	VTO_9018258
Polyonyx gomesi	VTO_9018259
Protoreodon	VTO_9000460
Chalepotherium	VTO_9000461
Sphaerotheca maskeyi	VTO_0083219
Sphaerotheca leucorhynchus	VTO_0083218
Rhagatherium	VTO_9000464
Erinaceomorpha	VTO_9000465
Placentidens	VTO_9000466
Placentidentinae	VTO_9000467
Remiculus	VTO_9000468
Mixodectes	VTO_9000469
Nanorana polunini	VTO_0083211
Nanorana mokokchungensis	VTO_0083210
Sphaerotheca swani	VTO_0083217
Sphaerotheca strachani	VTO_0083216
Nanorana rostandi	VTO_0083215
Nanorana ercepeae	VTO_0083214
Ctenogobius brevirostris	VTO_0077789
Hybodus subcarinatus	VTO_9023020
Roestes sp. (Lucena and Menezes 1998)	VTO_0066096
Hydrolycus tatauaia	VTO_0066091
Hydrolycus sp. (Toledo-Piza 2000)	VTO_0066092
Cynodon meionactis	VTO_0066093
Ijimaia loppei	VTO_0057730
Ateleopus natalensis	VTO_0057737
Melanotaenia pierucciae	VTO_0055383
Melanotaenia rubripinnis	VTO_0055381
Nemapteryx caelatus	VTO_0059720
Nemapteryx bleekeri	VTO_0059721
Netuma proxima	VTO_0059728
Cathorops kailolae	VTO_0059729
Plectranthias helenae	VTO_0076785
Merychippus	VTO_9015686
Diplocynodon	VTO_9007212
Megahippus	VTO_9015687
Lophiotherium	VTO_9015684
Teratophoneus curriei	VTO_9003179
Megaloolithus phensaniensis	VTO_9003178
Alioramus altai	VTO_9003177
Tapuiasaurus	VTO_9003176
Venustodus argutus	VTO_9003175
Venustodus leidyi	VTO_9003174
Sandalodus carbonarius	VTO_9003173
Delphinapterinae	VTO_9003172
Deltodus angularis	VTO_9003171
Jainosaurus septentrionalis	VTO_9003170
Micrixalidae	VTO_0003266
Micrixalus	VTO_0003267
Ramanella triangularis	VTO_0084105
Pimelodella megalura	VTO_0060858
Pimelodella itapicuruensis	VTO_0060859
Pimelodella laurenti	VTO_0060856
Pimelodella martinezi	VTO_0060857
Pimelodella pectinifer	VTO_0060854
Pimelodella megalops	VTO_0060855
Pimelodella taeniophora	VTO_0060852
Pimelodella kronei	VTO_0060853
Pimelodella ophthalmica	VTO_0060850
Alligatoridae	VTO_9007216
Edestus vorax	VTO_9020431
Dictyoolithus hongpoensis	VTO_9026194
Dictyoolithus	VTO_9026195
Telemetacarpalia	VTO_9026196
Hyaena hipparionum	VTO_9026197
Spheroolithidae	VTO_9026190
Elongatoolithus andrewsi	VTO_9026191
Macroolithus rugustus	VTO_9026192
Nanhsiungoolithus chuetienensis	VTO_9026193
Alcelaphini	VTO_9026198
Prionailurus rubiginosus	VTO_9026199
Proleptolepis	VTO_9033010
Remiculus deutschi	VTO_9027829
Amynodon sinensis	VTO_9027828
Ourayiini	VTO_9027827
Anthracosenex ambiguus	VTO_9027826
Amphicyon galushai	VTO_9027825
Edaphocyon palmeri	VTO_9027824
Anhanguera ligabuei	VTO_9027823
Ctenochasmatinae	VTO_9027822
Zupaysaurus	VTO_9027821
Cearadactylidae	VTO_9027820
Lycenchelys makushok	VTO_0076088
Lycenchelys paxillus	VTO_0076082
Lycenchelys volki	VTO_0076083
Lycenchelys incisa	VTO_0076080
Lycenchelys alta	VTO_0076081
Lycenchelys ryukyuensis	VTO_0076086
Lycenchelys novaezealandiae	VTO_0076087
Lycenchelys nigripalatum	VTO_0076084
Arcodonichthys	VTO_9012249
Pilolepsis	VTO_9012248
Ophichthus regius	VTO_0067128
Urbacodon	VTO_9012243
Urbacodon itemirensis	VTO_9012242
Felina	VTO_9012241
Marosichthys	VTO_9012240
Arcodonichthys pasiegae	VTO_9012247
Pionaspis	VTO_9012246
Bawitius bartheli	VTO_9012245
Lophostropheus airelensis	VTO_9012244
Xeneretmus triacanthus	VTO_0072624
Xeneretmus ritteri	VTO_0072625
Occella kasawae	VTO_0072628
Occella kuronumai	VTO_0072629
Corydoras robineae	VTO_0035278
Corydoras reynoldsi	VTO_0035279
Corydoras oxyrhynchus	VTO_0035274
Corydoras osteocarus	VTO_0035275
Corydoras schwartzi	VTO_0035276
Corydoras robustus	VTO_0035277
Corydoras paragua	VTO_0035270
Corydoras pantanalensis	VTO_0035272
Corydoras panda	VTO_0035273
Ottomania	VTO_9021876
Myocricetodon	VTO_9021877
Mictomys	VTO_9021874
Aglaocetus latifrons	VTO_9021875
Nebraskomys	VTO_9021872
Mimomys	VTO_9021873
Alwoodia harkseni	VTO_9021870
Alveugena carbonensis	VTO_9021871
Aglaocetus burtinii	VTO_9021878
Aglaocetus rotundus	VTO_9021879
Cryptocentrus cebuanus	VTO_0077751
Cryptocentrus maudae	VTO_0077750
Cryptocentrus wehrlei	VTO_0077753
Cryptocentrus caeruleopunctatus	VTO_0077752
Cryptocentrus pavioninoides	VTO_0077755
Cryptocentrus fasciatus	VTO_0077754
Cryptocentrus niveatus	VTO_0077757
Cryptocentrus liolepis	VTO_0077756
Cryptocentrus arabicus	VTO_0077759
Cryptocentrus melanopus	VTO_0077758
Tiphyocetus	VTO_9014517
Nibea squamosa	VTO_0074220
Enigmapercis	VTO_0074222
Enigmapercis acutirostris	VTO_0074223
Enigmapercis reducta	VTO_0074224
Archaeolepidotus	VTO_9033557
Dactylopsaron	VTO_0074227
Dactylopsaron dimorphicum	VTO_0074228
Acanthaphritis	VTO_0074229
Aphelolepis	VTO_9033558
Asialepidotus	VTO_9033559
Dolichallabes	VTO_0035499
Protypotherium antiquum	VTO_9027211
Diasporus	VTO_0006345
Xenachoffatia oinopion	VTO_9021252
Nambaroo bullockensis	VTO_9021253
Kielanodon hopsoni	VTO_9021250
Meketichoffatia krausei	VTO_9021251
Wururoo	VTO_9021256
Renatodon	VTO_9021257
Bathmochoffatia hapax	VTO_9021254
Kuehneodon barcasensis	VTO_9021255
Renatodon amalthea	VTO_9021258
Psittacosaurus major	VTO_9021259
Ankylosauroidea	VTO_9029407
Xerobates orthopygius	VTO_9029406
Batrachognathus	VTO_9029405
Batrachognathus volans	VTO_9029404
Mescalerolemur horneri	VTO_9029403
Mescalerolemur	VTO_9029402
Pasquiaornis	VTO_9029401
Saltenia ibanezi	VTO_9029400
Mustela jacksoni	VTO_9029409
Praemegaptera	VTO_9029408
Anthracochoerus	VTO_9000381
Icriodella	VTO_9024758
Iapetognathus	VTO_9024759
Idiognathoides	VTO_9024754
Idiognathodus	VTO_9024755
Icriospathodus	VTO_9024756
Icriodus	VTO_9024757
Bahariasauridae	VTO_9024750
Fukuiraptor	VTO_9024751
Fukuiraptor kitadaniensis	VTO_9024752
Idioprioniodus	VTO_9024753
Sphoeroides marmoratus	VTO_0070039
Sphoeroides georgemilleri	VTO_0070038
Carinotetraodon imitator	VTO_0070031
Carinotetraodon travancoricus	VTO_0070030
Carinotetraodon borneensis	VTO_0070033
Liosaccus	VTO_0070035
Omegophora cyanopunctata	VTO_0070034
Marilyna meraukensis	VTO_0070037
Marilyna pleurosticta	VTO_0070036
Lamprichthys tanganicanus	VTO_0071348
Aplocheilichthys katangae	VTO_0071349
Lacustricola mediolateralis	VTO_0071340
Lacustricola usanguensis	VTO_0071341
Lacustricola jeanneli	VTO_0071342
Lacustricola matthesi	VTO_0071343
Lacustricola moeruensis	VTO_0071345
Lacustricola myaposae	VTO_0071346
Lamprichthys	VTO_0071347
Vasseuromys thenii	VTO_9022756
Falepetrus	VTO_9022757
Pappotherium	VTO_9022754
Dakotadens	VTO_9022755
Synapsida	VTO_9022752
Dromaeosauripus	VTO_9022753
Menglongipus sinensis	VTO_9022751
Palaeothentoides	VTO_9000382
Aethomylos	VTO_9022758
Beleutinus	VTO_9022759
Laeviphysus	VTO_0070029
Adjidaumo craigi	VTO_9025403
Otischalkia elderae	VTO_9025402
Ductor leptosomus	VTO_9025401
Adjidaumo burkei	VTO_9025400
Anomalomys minor	VTO_9025407
Adinodon pattersoni	VTO_9025406
Hyperodapedontinae	VTO_9025405
Adilophontes brachykolos	VTO_9025404
Anchitheriomys suevicus	VTO_9025409
Steneofiber depereti	VTO_9025408
Paraulopus maculatus	VTO_0079973
Cenocarcharias	VTO_9023804
Pseudotrichonotus xanthotaenia	VTO_0079971
Farinichthys gigas	VTO_9023806
Archaeophylus	VTO_9023801
Paraulopus novaeseelandiae	VTO_0079976
Paraulopus okamurai	VTO_0079975
Paraulopus legandi	VTO_0079974
Paraulopus japonicus	VTO_0079979
Paraulopus melanogrammus	VTO_0079978
Eoalphadon	VTO_9023809
Antepithecus	VTO_9023808
Plagiomenidae	VTO_9000389
Characidium bolivianum	VTO_0066241
Dendropsophus luteoocellatus	VTO_0082012
Dendropsophus meridianus	VTO_0082013
Dendropsophus jimi	VTO_0082010
Dendropsophus tintinnabulum	VTO_0082011
Dendropsophus yaracuyanus	VTO_0082016
Dendropsophus joannae	VTO_0082017
Dendropsophus stingi	VTO_0082014
Dendropsophus minimus	VTO_0082015
Dendropsophus dutrai	VTO_0082018
Scarthyla vigilans	VTO_0082019
Masritherium	VTO_9000388
Eudaemonema webbi	VTO_9016934
Platyoposaurus	VTO_9016937
Zatrachys	VTO_9016936
Cimolesta	VTO_9016931
Chacopterygus	VTO_9016930
Dasyceps	VTO_9016933
Limnomis	VTO_9016932
Magyarosaurus dacus	VTO_9016939
Iuticosaurus lydekkeri	VTO_9016938
Bembrops greyi	VTO_0043817
Characidium stigmosum	VTO_0066242
Monotrete brevirostris	VTO_0070023
Gephyroglanis	VTO_0059258
Gephyroglanis congicus	VTO_0059259
Chrysichthys turkana	VTO_0059254
Chrysichthys thysi	VTO_0059255
Chrysichthys persimilis	VTO_0059256
Chrysichthys grandis	VTO_0059257
Chrysichthys brachynema	VTO_0059250
Chrysichthys thonneri	VTO_0059251
Chrysichthys sp. 1 (de Pinna 1993)	VTO_0059252
Chrysichthys macropterus	VTO_0059253
Coelurosaurichnus sabinensis	VTO_9025004
Epidendrosaurus ningchengensis	VTO_9025002
Bahaba	VTO_0045882
Characidium grajahuensis	VTO_0066244
Simoedosaurus	VTO_9031591
Crayracion	VTO_0070021
Careproctus acanthodes	VTO_0072068
Careproctus derjugini	VTO_0072069
Careproctus discoveryae	VTO_0072060
Careproctus parviporatus	VTO_0072061
Careproctus aciculipunctatus	VTO_0072062
Careproctus pallidus	VTO_0072063
Careproctus scottae	VTO_0072064
Careproctus novaezelandiae	VTO_0072065
Careproctus parini	VTO_0072066
Careproctus leptorhinus	VTO_0072067
Heterosorex ruemkeae	VTO_9014799
Idelesaurus	VTO_9014798
Vanderhorstia opercularis	VTO_0078208
Vanderhorstia rapa	VTO_0078209
Vanderhorstia nannai	VTO_0078206
Desmana kowalskae	VTO_9014792
Myliobatoidea	VTO_9014791
Litaletes ondolinde	VTO_9014790
Vanderhorstia delagoae	VTO_0078202
Vanderhorstia belloides	VTO_0078203
Megaderma brailloni	VTO_9014795
Vanderhorstia ambanoro	VTO_0078201
Hemiancistrus votouro	VTO_0059878
Hemiancistrus holostictus	VTO_0059879
Loricariichthys stuebelii	VTO_0059870
Cteniloricaria maculata	VTO_0059871
Planiloricaria sp. (Britto 2003)	VTO_0059872
Hemiancistrus annectens	VTO_0059873
Hemiancistrus wilsoni	VTO_0059874
Hemiancistrus landoni	VTO_0059875
Hemiancistrus pankimpuju	VTO_0059876
Hemiancistrus sp. (Armbruster 2004)	VTO_0059877
Archaeotypotherium pattersoni	VTO_9009787
Leptolucania	VTO_0054161
Copella	VTO_0037729
Pyrrhulina australis	VTO_0037722
Chirodus pesranae	VTO_9017682
Grallator palustris	VTO_9017683
Chirodus	VTO_9017684
Wintonotitan wattsi	VTO_9017688
Archaeodesmana baetica	VTO_9019936
Acanthocepola indica	VTO_0079159
Acanthocepola krusensternii	VTO_0079158
Xenocephalus australiensis	VTO_0079155
Xenocephalus cribratus	VTO_0079154
Gnathagnus egregius	VTO_0079157
Xenocephalus elongatus	VTO_0079156
Pleuroscopus pseudodorsalis	VTO_0079151
Pleuroscopus	VTO_0079150
Kathetostoma fluviatilis	VTO_0079153
Kathetostoma cubana	VTO_0079152
Bryconamericus alpha	VTO_0065828
Bryconamericus turiuba	VTO_0065829
Bryconamericus lambari	VTO_0065824
Bryconamericus cinarucoense	VTO_0065826
Bryconamericus carlosi	VTO_0065822
Strophodus asper	VTO_9018933
Strophodus radiatopunctatus	VTO_9018932
Kainomoyenisauropus	VTO_9018931
Kainomoyenisauropus ranivorus	VTO_9018930
Molapopentapodiscus supersaltator	VTO_9018937
Qomoqomosauropus acutus	VTO_9018936
Ceratodus curvus	VTO_9018935
Strophodus punctatus	VTO_9018934
Cridotrisauropus cruentus	VTO_9018939
Scymnodon	VTO_0000547
Scymnodon ringens	VTO_0000548
Neotamias dorsalis	VTO_9016157
Neoprioniodus	VTO_9016156
Philydrosaurus	VTO_9016155
Philydrosaurus proseilus	VTO_9016154
Neochoristodera	VTO_9016153
Hindeodella	VTO_9016152
Simoedosauridae	VTO_9016151
Neotamias amoenus	VTO_9016150
Broiliellus arroyoensis	VTO_9016159
Vampyrictis	VTO_9016158
Bryantodus cameratus	VTO_9019088
Lonchodus	VTO_9019089
Bryantodus strigillatus	VTO_9019080
Bryantodus delicatus	VTO_9019081
Bryantodus rugosus	VTO_9019082
Prioniodus galesburgensis	VTO_9019083
Subprioniodus	VTO_9019084
Idioprioniodus striatus	VTO_9019085
Platyosphys paulsoni	VTO_9019086
Belebey maximi	VTO_9019087
Palaeospinax egertoni	VTO_9011686
Helicoprion davisii	VTO_9011687
Helicoprion sierrensis	VTO_9011684
Helicoprion nevadensis	VTO_9011685
Sauripteridae	VTO_9011683
Ondatra idahoensis	VTO_9011681
Palaeospinax finspine	VTO_9011688
Indarctos atticus	VTO_9011689
Gazinocyon	VTO_9005418
Helicampodus egloni	VTO_9005419
Cercopithecus ruber	VTO_9005412
Hyaenodontipus	VTO_9005413
Dissopsalis	VTO_9005410
Cynohyaenodon	VTO_9005411
Francotherium	VTO_9005416
Hyaenodon	VTO_9005414
Galecyon	VTO_9005415
Hippopotamyrus castor	VTO_0066705
Hippopotamyrus grahami	VTO_0066706
Hippopotamyrus macroterops	VTO_0066707
Diandongosuchus	VTO_9004936
Diandongosuchus fuyuanensis	VTO_9004934
Allodesminae	VTO_9004935
Feeserpeton	VTO_9004933
Anningasaura	VTO_9004930
Anningasaura lymense	VTO_9004931
Antennarius multioccelatus	VTO_0079488
Hemiodus thayeria	VTO_0064934
Hemiodus sp. (Vari 1983)	VTO_0064931
Micromischodus sugillatus	VTO_0064930
Cobitis rhodopensis	VTO_0062966
Cobitis peschevi	VTO_0062967
Acantopsis sp. (Conway and Mayden 2007)	VTO_0062960
Acantopsis guttatus	VTO_0062961
Acantopsis choirhynchos	VTO_0062962
Acantopsis multistigmatus	VTO_0062963
Cobitis phongnhaensis	VTO_0062969
Matanomictis maniyarensis	VTO_9000169
Monachus (Pristiphoca) rugidens	VTO_9000168
Gryposaurus notabilis	VTO_9000161
Palaeospinax kruckowi	VTO_9000160
Parasaurolophus walkeri	VTO_9000163
Oligodelphis azerbajdzanicus	VTO_9000162
Edmontosaurus regalis	VTO_9000165
Megacamelus	VTO_9000164
Phoca (Phoca)	VTO_9000167
Megatylopus	VTO_9000166
Bubogonia	VTO_9001416
Mioclaenus	VTO_9001417
Bomburia	VTO_9001414
Albertatherium secundus	VTO_9001415
Choeroclaenus	VTO_9001412
Ellipsodon	VTO_9001413
Ptycholepis minor	VTO_9001410
Apheliscus	VTO_9001411
Litaletes	VTO_9001418
Promioclaenus	VTO_9001419
Saurornithoides mongoliensis	VTO_9006017
Hipposideridae	VTO_9006425
Oreolalax lichuanensis	VTO_0002574
Mayulestes ferox	VTO_9002145
Allqokirus australis	VTO_9002144
Histiogamphelus	VTO_0070583
Mayulestes	VTO_9002146
Deltodus rugosus	VTO_9002141
Hippohyini	VTO_9002140
Broomia perplexa	VTO_9002143
Deltodus concha	VTO_9002142
Solegnathus robustus	VTO_0070589
Solegnathus lettiensis	VTO_0070588
Chamaeleo caroliquarti	VTO_9002149
Pucadelphys andinus	VTO_9002148
Pinacosuchus mantiensis	VTO_9026659
Hymenocephalus tenuis	VTO_0068237
Myripristis clarionensis	VTO_0068528
Myripristis xanthacra	VTO_0068529
Corniger	VTO_0068522
Corniger spinosus	VTO_0068523
Pristilepis	VTO_0068520
Pristilepis oligolepis	VTO_0068521
Myripristis robusta	VTO_0068526
Myripristis gildi	VTO_0068527
Myripristis kochiensis	VTO_0068524
Myripristis astakhovi	VTO_0068525
Festucalex prolixus	VTO_0070694
Hymenocephalus antraeus	VTO_0068235
Phasmagyps	VTO_9023226
Microrasbora micropthalma	VTO_0064180
Microrasbora microphthalma	VTO_0064181
Kottelatia	VTO_0064182
Parasikukia	VTO_0064184
Parasikukia maculata	VTO_0064185
Distoechodon macrophthalmus	VTO_0064186
Distoechodon multispinnis	VTO_0064187
Gymnostomus	VTO_0064188
Gymnostomus horai	VTO_0064189
Dactyloscopus crossotus	VTO_0076327
Dactyloscopus zelotes	VTO_0076326
Dactyloscopus amnis	VTO_0076325
Phenacorhamdia macarenensis	VTO_0060958
Dactyloscopus fallax	VTO_0076323
Dactyloscopus heraldi	VTO_0076322
Dactyloscopus boehlkei	VTO_0076321
Dactyloscopus lunaticus	VTO_0076320
Phenacorhamdia hoehnei	VTO_0060953
Phenacorhamdia tenebrosa	VTO_0060952
Phenacorhamdia somnians	VTO_0060951
Phenacorhamdia anisura	VTO_0060950
Phenacorhamdia sp. B (Bockmann 1998)	VTO_0060957
Phenacorhamdia sp. A (Bockmann 1998)	VTO_0060956
Gillellus searcheri	VTO_0076329
Phenacorhamdia nigrolineata	VTO_0060954
Echmatemys uintensis	VTO_9006138
Echmatemys pusilla	VTO_9006139
Barbus mariae	VTO_0063608
Barbus profundus	VTO_0063609
Barbus annectens	VTO_0063607
Barbus musumbi	VTO_0063604
Barbus bourdariei	VTO_0063605
Barbus erythrozonus	VTO_0063602
Barbus rosae	VTO_0063603
Barbus trispilomimus	VTO_0063600
Barbus tetrastigma	VTO_0063601
Nemacheilus arenicolus	VTO_0062559
Nemacheilus triangularis	VTO_0062558
Nemacheilus tebo	VTO_0062555
Nemacheilus nilgiriensis	VTO_0062554
Nemacheilus smithi	VTO_0062557
Nemacheilus semiarmatus	VTO_0062556
Nemacheilus kuschakewitschi	VTO_0062551
Nemacheilus botia	VTO_0062550
Nemacheilus binotatus	VTO_0062552
Paramacellodus	VTO_9030368
Pseudosaurillus	VTO_9030369
Paramacellodidae	VTO_9030364
Rotodactylidae	VTO_9030365
Melanodus loonesi	VTO_9030366
Protodontidae	VTO_9030367
Chirotherium lulli	VTO_9030360
Chirotherium wondrai	VTO_9030361
Protodus	VTO_9030362
Becklesius	VTO_9030363
Colostethus brachistriatus	VTO_0082788
Colostethus furviventris	VTO_0082789
Aromobates mayorgai	VTO_0082782
Aromobates leopardalis	VTO_0082783
Aromobates inflexus	VTO_0082780
Aromobates haydeeae	VTO_0082781
Aromobates capurinensis	VTO_0082786
Silverstoneia erasmios	VTO_0082787
Aromobates serranus	VTO_0082784
Aromobates orostoma	VTO_0082785
Engaibatis	VTO_9030988
Engaibatis schultzei	VTO_9030989
Triportheus pantanensis	VTO_0038038
Ambassis thermalis	VTO_0077498
Ambassis elongatus	VTO_0077499
Parantechini	VTO_9030980
Diplocynodon darwinii	VTO_9030981
Phascogalinae	VTO_9030982
Sminthopsinae	VTO_9030984
Parambassis gulliveri	VTO_0077493
Planigalini	VTO_9030986
Parambassis apogonoides	VTO_0077491
Madakoala wellsi	VTO_9009009
Macropodosaurus gravis	VTO_9009008
Madakoala devisi	VTO_9009005
Macropus woodsi	VTO_9009004
Eopachyrucos	VTO_9009007
Mauchchunkia bassa	VTO_9009006
Progonomys cathalai	VTO_9009001
Mattimys kalicola	VTO_9009000
Macropus narada	VTO_9009003
Taniwhasaurus oweni	VTO_9009002
Diplobatis pictus	VTO_0080788
Diplobatis ommata	VTO_0080787
Hypnos monopterygius	VTO_0080780
Benthobatis yangi	VTO_0080781
